halo_id,m200_msun,pos_x,pos_y,pos_z
59,213580417773841.16,48669.33984375,53984.0390625,62114.90234375
60,290497790264245.6,165015.484375,91068.859375,6079.63720703125
61,255725187758340.72,151193.015625,19912.205078125,76366.1796875
62,174374604992434.3,2908.361083984375,6838.52880859375,41701.47265625
63,282241987977930.3,143189.375,20083.201171875,143606.125
64,279798246281739.0,54489.3046875,187976.34375,66857.71875
65,227894857635813.4,20667.572265625,103816.9296875,185520.40625
66,243409716840124.0,25034.451171875,101893.96875,141322.0625
67,278848844155963.97,149258.1875,179401.140625,86810.4609375
68,276792930690876.88,63857.20703125,46401.60546875,29458.9296875
69,269337869288824.9,177823.6875,83638.6953125,203494.75
70,258570539701431.94,128195.875,93773.0390625,49697.21875
71,276122945960658.4,151315.484375,130136.234375,155957.359375
72,275153216803218.2,146289.109375,21144.982421875,117567.46875
73,205733015827982.0,93016.171875,76204.25,36124.296875
74,205864175639393.28,170407.40625,53590.94921875,167685.65625
75,134628684238448.48,45604.31640625,189093.890625,83588.828125
76,236042032841563.34,167184.09375,34647.0859375,159740.8125
77,230889562804472.97,69205.453125,106051.53125,61134.484375
78,260628932776055.5,149220.609375,52815.15234375,157938.5
79,253893448294951.28,170001.890625,68242.1328125,167608.625
80,193627100748265.44,56209.88671875,137137.875,53989.95703125
81,272367577317685.28,59779.36328125,29560.66015625,58102.0859375
82,135533784968261.0,70544.8046875,13913.201171875,109478.1796875
83,128114519324808.1,33487.14453125,72937.1953125,202982.90625
84,158344477159912.9,140374.140625,49210.92578125,157776.828125
85,123098052987525.83,123138.6640625,35117.07421875,131929.125
86,192014662565507.8,186655.484375,107818.9375,193357.234375
87,78567408473575.44,41641.734375,169464.578125,49379.91015625
88,223381016801372.9,83951.3046875,76402.3046875,49372.859375
89,103673404573091.97,47248.421875,108135.046875,174744.84375
90,239398227598169.47,50687.5390625,39578.015625,163646.359375
91,164138574997232.06,157881.828125,113959.5,187582.265625
92,207364988144006.5,147173.921875,27765.345703125,111933.9140625
93,235066710146331.56,182424.3125,61325.5234375,173782.34375
94,141371304805137.28,35889.5859375,101786.328125,163610.9375
95,183994019527790.1,60367.37109375,202000.96875,74988.546875
